padrao,vertente_id,vertente_nome,camada,prioridade,ganho,pureza,suporte,exemplos
PENTECOSTAL PODER,95265,Evangélicas de origem pentecostal,ngrama,40,21,0.9859,142,IGREJA EBANGELICA PENTECOSTAL PODER MARAVILHAS DE JESUS | PENTECOSTAL PODER DO ESPIRITO SANTO | MINISTERIO PENTECOSTAL PODER DE DEUS PARA TODOS
KARDEC,2826,Espírita,ngrama,40,20,0.9921,252,GRUPO DE ESTUDOS ALAN KARDEC | SAES ALLAN KARDEC | CENTRO DE ESTUDOS ALLAN KARDEC
VEGETAL,2826,Espírita,ngrama,40,20,1.0,90,UNIAO DO VEGETAL CAMINHO DO MESTRE | IGREJA UNIAO DO VEGETAL | CENTRO ESP BENEF UNIAO DO VEGETAL
O BRASIL P,95265,Evangélicas de origem pentecostal,ngrama,40,20,0.9032,31,CONGREGACAO EVANGELICA PENTECOSTAL O BRASIL P | ESTACIOMENTO DA IGREJA O BRASIL P CRISTO | IGREJA O BRASIL P CRISTO
MATO GROSSO,100409,Evangélicas de origem pentecostal - Igreja Assembléia de Deus,ngrama,40,20,0.9,30,AD NOBRES IGREJA DA FAMILIAEM MATO GROSSO | IGREJA FAMILIA MATO GROSSO | IGREJA AD A IGREJA DA FAMILIA EM MATO GROSSO
EVANGELICA LUZ,121096,Evangélica não determinada,ngrama,40,20,1.0,154,MISSAO EVANGELICA LUZ PARA AS NACOES | CELNA COMUNIDADE EVANGELICA LUZ DAS NACO | MISSAO ORDEM CRUZADA CATOLICA APOSTOLICA E EVANGELICA LUZ AMOR VERDADE
PENTECOSTAL RESGATANDO,95265,Evangélicas de origem pentecostal,ngrama,40,20,0.9829,117,MINISTERIO PENTECOSTAL RESGATANDO VIDAS | PENTECOSTAL RESGATANDO VIDAS | IGREJA MISSIONARIA DE JESUS CRISTO PENTECOSTAL RESGATANDO VIDAS
NOSSA,95263,Católica Apostólica Romana,hagionimo,20,4397,0.9141,3831,IGREJA NOSSA SRA DE LAMPADOZA | IGREJA NOSSA SRA DAS GRACAS | IGREJA NOSSA FAMILIA EM CRISTO
SENHORA,95263,Católica Apostólica Romana,hagionimo,20,3834,0.9973,14329,
SANTA,95263,Católica Apostólica Romana,hagionimo,20,2675,0.9685,7816,
APARECIDA,95263,Católica Apostólica Romana,hagionimo,20,1483,0.9914,4048,IGREJA NSA SRA DE APARECIDA | IGREJA NOSSA SR APARECIDA | IGREJA COM NSSA SENHORA APARECIDA
JOSE,95263,Católica Apostólica Romana,hagionimo,20,1139,0.9362,3681,IGREJA DE SAO JOSE | CONGREGACAO JARDIM DOM JOSE | IGREJA SA JOSE
ANTONIO,95263,Católica Apostólica Romana,hagionimo,20,1049,0.9503,3239,IGREJA DO COLEGIO STO ANTONIO | IGREJA DO SANTO ANTONIO | COMUNIDADE SANTO ANTONIO MARIA CLARET
CORACAO DE,95263,Católica Apostólica Romana,hagionimo,20,1029,0.9128,608,IGREJA SAGRADO CORACAO DE JESUS | IGREJA SAGRADA CORACAO DE JESUS | CORACAO DE MAE
SAGRADO,95263,Católica Apostólica Romana,hagionimo,20,941,0.9441,537,IGREJA SAGRADO CORACAO DE JESUS | CONGREGACAO DO SAGRADO CORACAO | IGREJA COMUNIDADE CATOLICA SAGRADO
FRANCISCO,95263,Católica Apostólica Romana,hagionimo,20,857,0.9005,2694,IGREJA DE SAO FRANCISCO | IGREJA COMUNIDADE SAO FRANCISCO | CATOLICA SAO FRANCISCO DE ASSIS
CONCEICAO,95263,Católica Apostólica Romana,hagionimo,20,786,0.9596,1633,IGREJA NS DA CONCEICAO | CONGREGACAO DAS IRNAZINHAS DA IMACULADA CONCEICAO | IGREJA DA CONCEICAO
BOM JESUS,95263,Católica Apostólica Romana,hagionimo,20,785,0.9031,547,IGREJA DO BOM JESUS | IGREJA SR BOM JESUS DOS PASSOS | IGREJA COMUNIDADE SENHOR BOM JESUS
SENHORA DE,95263,Católica Apostólica Romana,hagionimo,20,780,0.9967,2744,IGREJA DE NOSSA SENHORA DE NAZARE | SITIO NOSSA SENHORA DE GUADALUPE | ESCOLA MUNICIPAL NOSSA SENHORA DE APARECIDA
DE SANTO,95263,Católica Apostólica Romana,hagionimo,20,691,0.9411,526,IGREJA DE SANTO ESPEDITO | PREDIO PERTENCENTE A IGREJA DE SANTO ANTONIO | IGREJA DE SANTO ANTONIO DE MAPEUA II
FATIMA,95263,Católica Apostólica Romana,hagionimo,20,665,0.9922,1915,IGREJA NS DE FATIMA | IGREJA NOSSA SR FATIMA | ONG IGREJA N S D FATIMA
SENHORA DA,95263,Católica Apostólica Romana,hagionimo,20,665,0.9793,2796,IGREJA N SENHORA DA PENHA | IGREJA DE NOSSA SENHORA DA PIEDADE | CENTRO NOSSA SENHORA DA PAZ
SEBASTIAO,95263,Católica Apostólica Romana,hagionimo,20,663,0.9615,2444,COMUNIDADE SAO SEBASTIAO | COMNIDADE SAO SEBASTIAO | COMUNIDADE CATOLICA SAO SEBASTIAO
SAO JOAO,95263,Católica Apostólica Romana,hagionimo,20,617,0.9569,2066,COMUNIDADE SAO JOAO | CAPELINHA SAO JOAO | IGREJA COM SAO JOAO BATISTA
LUZIA,95263,Católica Apostólica Romana,hagionimo,20,604,0.9871,1864,IGREJA ST LUZIA | IGREJA STA LUZIA | IGREJA DA CHACARA SANTA LUZIA
SENHORA DO,95263,Católica Apostólica Romana,hagionimo,20,592,0.9972,2126,NOSSA SENHORA DO CARMO | COMUNIDADE NOSSA SENHORA DO CARMO | COMUNIDADE SENHORA DO SAGRADO CORACAO
PEDRO,95263,Católica Apostólica Romana,hagionimo,20,553,0.9493,1558,CONGREGACAO DAS IRMAS DE SAO PEDRO CANISIO | BARRACAO SAO PEDRO | IGREJA MORADA DE SAO PEDRO
GRACAS,95263,Católica Apostólica Romana,hagionimo,20,474,0.9612,1210,IGREJA NOSSA SRA DAS GRACAS | IGREJA DE NOSSA SENHORA DAS GRACAS | IGREJA DAS GRACAS SEDE 2
SAGRADA FAMILIA,95263,Católica Apostólica Romana,hagionimo,20,457,0.9885,348,IGREJA CEB SAGRADA FAMILIA | CONGREGACAO IRMAS DA SAGRADA FAMILIA | SAGRADA FAMILIA
ROSARIO,95263,Católica Apostólica Romana,hagionimo,20,429,0.9668,633,IGREJA N SRA ROSARIO E S BENEDITO | MAE MARIA DO ROSARIO | NOSSA SRA DO ROSARIO E SAO BENEDITO
DIVINO ESPIRITO,95263,Católica Apostólica Romana,hagionimo,20,395,0.9264,258,IGREJA IRMANDADE DO DIVINO ESPIRITO SANT | CATEDRAL DO DIVINO ESPIRITO SANTO | COMUNIDADE DIVINO ESPIRITO SANTO
RAINHA,95263,Católica Apostólica Romana,hagionimo,20,367,0.943,316,IGREJA RAINHA DOS APOSTOLOS | CONGREGACAO DOS HUMILDES SERVO RAINHA AMOR | NOSSA SENHORA RAINHA DA PAZ
IMACULADA,95263,Católica Apostólica Romana,hagionimo,20,358,0.9737,304,CONGREGACAO DAS IRNAZINHAS DA IMACULADA CONCEICAO | SALAO PAROQUIEL IGREJA IMACULADA CONCEICAO DA BELA CRUZ | IGREJA N S IMACULADA
PERPETUO,95263,Católica Apostólica Romana,hagionimo,20,355,1.0,590,IGREJA MAE DO PERPETUO SOCORRO | IGREJA NS PERPETUO SOCORRO | IGREJA PERPETUO SOCORR
RITA,95263,Católica Apostólica Romana,hagionimo,20,329,0.9818,1156,TENDA DE SANTA RITA DE CASSIA | IGREAJA STA RITA | ATELIER SANTA RITA
MENINO,95263,Católica Apostólica Romana,hagionimo,20,313,0.9243,317,ESCOLA MUNICIPAL INDIGENA GLORIOSO MENINO DEUS | SALAO COMUNITARIO MENINO JESUS | COMUNIDADE CATOLICA MENINO JESUS
CATEQUESE,95263,Católica Apostólica Romana,hagionimo,20,298,0.9589,73,CATEQUESE DA IGREJA | SALAO PARA AULAS DE CATEQUESE DA IGREJA | IGREJA CENTRO CATEQUESE
BENEDITO,95263,Católica Apostólica Romana,hagionimo,20,279,0.9039,718,IGREJA CATOL S BENEDITO | IGREJA N SRA ROSARIO E S BENEDITO | MATRIZ SAO BENEDITO
VICENTE,95263,Católica Apostólica Romana,hagionimo,20,260,0.9181,574,IGREJA DE SAO VICENTE | IGREJA VICENTE DE PAULO | ASSOCIACAO SAO VICENTE DE PAULO
CATEQUETICO,95263,Católica Apostólica Romana,hagionimo,20,239,0.9722,36,IGREJA SALAO CATEQUETICO | CENTRO CATEQUETICO | CENTRO DE CATEQUETICO
CARMO,95263,Católica Apostólica Romana,hagionimo,20,236,0.9689,579,IGREJA DO CARMO | IGREJA N S DO CARMO | IGREJA NOSSA SRA DO CARMO 4095M
SANTA CRUZ,95263,Católica Apostólica Romana,hagionimo,20,221,0.9125,526,IGREJA DE SANTA CRUZ E NOS SEN DA CONCEI | IGREJA DA SANTA CRUZ DOS MILITARES | COMUNIDADE SANTA CRUZ
N SRA,95263,Católica Apostólica Romana,hagionimo,20,218,0.9897,194,IGREJA N SRA LOURDES | IGREJA N SRA CARAVAGGIO | IGREJA CAT N SRA AUXILIADORA
TEREZINHA,95263,Católica Apostólica Romana,hagionimo,20,217,0.9736,681,IGREJA CATOL SANTA TEREZINHA | COMUNIDADE ST TEREZINHA | IGREJA DA SANTA TEREZINHA
EXPEDITO,95263,Católica Apostólica Romana,hagionimo,20,214,0.9903,513,AO LADO DA IGREJA QUARTO DA IGRJA DE SANTO EXPEDITO | IGREJA COMUDIDADE SANTO EXPEDITO | COMINIDADE STO EXPEDITO
DO DIVINO,95263,Católica Apostólica Romana,hagionimo,20,209,0.9417,120,IGREJA IRMANDADE DO DIVINO ESPIRITO SANT | CATEDRAL DO DIVINO ESPIRITO SANTO | IGREJA CRISTA DO DIVINO SALVADOR
SAO MIGUEL,95263,Católica Apostólica Romana,hagionimo,20,201,0.9283,614,IGREJA DE SAO MIGUEL ARCANJO | IGREJA EM SAO MIGUEL | CENTRO COMUNITARIO SAO MIGUEL
SANTANA,95263,Católica Apostólica Romana,hagionimo,20,197,0.9223,476,IGREJA NOSSA SRA SANTANA | IGREJA DE SANTANA DE VALINHOS | COMUNIDADE SANTANA DO URUCURI
RAIMUNDO,95263,Católica Apostólica Romana,hagionimo,20,172,0.9521,334,TUMULO DO MESTRE RAIMUNDO IRINEU SERRA | ASS SAO RAIMUNDO | IGREJA COMUNIDADE S RAIMUNDO
JUDAS,95263,Católica Apostólica Romana,hagionimo,20,163,0.9831,711,IGREJA S JUDAS | IGREJA S JUDAS TADEU | IGREJA DE SAO JUDAS
SALAO COMUNITARIO,95263,Católica Apostólica Romana,hagionimo,20,158,0.9302,43,SALAO COMUNITARIO MENINO JESUS | SALAO COMUNITARIO FERNANDO MACHADO | SALAO COMUNITARIO CRISTO REI
CASSIA,95263,Católica Apostólica Romana,hagionimo,20,157,0.9965,566,TENDA DE SANTA RITA DE CASSIA | IGREJA RITA DE CASSIA | IGEJA CATOLICA SANTA RITA DE CASSIA
SANTA MARIA,95263,Católica Apostólica Romana,hagionimo,20,153,0.9622,344,CONGREGACAO DO BAIRRO SANTA MARIA | SANTA MARIA DO MARACATI | COMUNIDADE CATOLICA SANTA MARIA
CLARA,95263,Católica Apostólica Romana,hagionimo,20,148,0.932,412,SANTUARIO DE SANTA CLARA | IGREJA CATILICA P SANTA CLARA | CONVENTO SANTA CLARA
SAUDE,95263,Católica Apostólica Romana,hagionimo,20,147,0.9478,230,COMUNIDADE N S DA SAUDE | IGREJA CIRIO DE NOSSA SENHORA DA SAUDE | POSTO DE SAUDE DO POVOADO DE TAQUARAL
ROQUE,95263,Católica Apostólica Romana,hagionimo,20,144,0.9851,404,SAO ROQUE | ADMULA SAO ROQUE | IGRJA SAO ROQUE
LOURDES,95263,Católica Apostólica Romana,hagionimo,20,141,0.9918,244,IGREJA N SRA LOURDES | SANTUARIO N S LOURDES | COMUNIDADE NOSSA SENHORA DE LOURDES
DORES,95263,Católica Apostólica Romana,hagionimo,20,137,0.9958,473,IGREJA N S DAS DORES | IGREJA DE NOSSA SENHORA DAS DORES | COMUNIDADW CATOLICA NOSSA SRA DAS DORES
TADEU,95263,Católica Apostólica Romana,hagionimo,20,137,0.9865,591,IGREJA S JUDAS TADEU | IGREJA COMUNIDADE SAO JUDAS TADEU | COMUNIDADE CATOLICA SAO JUDAS TADEU
N SENHORA,95263,Católica Apostólica Romana,hagionimo,20,124,0.9651,86,IGREJA DE N SENHORA | IGREJA N SENHORA APARECIDA | IGREJA N SENHORA DA PENHA
PAI ETERNO,95263,Católica Apostólica Romana,hagionimo,20,119,0.9184,98,PAI ETERNO | DIVINO PAI ETERNO | COMUNIDADE CATOLICA DIVINO PAI ETERNO
CRISTOVAO,95263,Católica Apostólica Romana,hagionimo,20,117,0.9707,409,COMUNIDADE SAO CRISTOVAO | COMUNID S CRISTOVAO | COMUNIDADE CATOLICA SAO CRISTOVAO
SRA DE,95263,Católica Apostólica Romana,hagionimo,20,116,1.0,84,IGREJA NOSSA SRA DE LAMPADOZA | IGREJA NSA SRA DE APARECIDA | SALAO DE FESTA IGREJA DA SRA DE CASALUPE
GUADALUPE,95263,Católica Apostólica Romana,hagionimo,20,111,0.966,147,SITIO NOSSA SENHORA DE GUADALUPE | NOSSA SENHORA GUADALUPE | CENTRO COMUNITARIO NOSSA SENHORA DE GUADALUPE
DIVINO PAI,95263,Católica Apostólica Romana,hagionimo,20,111,0.9535,86,DIVINO PAI ETERNO | COMUNIDADE CATOLICA DIVINO PAI ETERNO | CAPELINHA DIVINO PAI ETERNO
SRA DO,95263,Católica Apostólica Romana,hagionimo,20,104,0.9825,57,IGREJA NOSSA SRA DO CARMO 4095M | IGREJA CAR NOSSA SRA DO CARMO | IGREJA NOSSA SRA DO CARMO E SAO JOSE
SRA DA,95263,Católica Apostólica Romana,hagionimo,20,102,0.9863,73,IGREJA N SRA DA BOA MORTE E DA GLORIA | IGREJA N SRA DA ESPERANCA | IGREJA NOSSA SRA DA PIEDADE
OPERARIO,95263,Católica Apostólica Romana,hagionimo,20,101,0.9945,366,IGREJA COMUNIDADE CATOLI A SAO JOSE OPERARIO | IGREJA UCRANIANA SAO JOSE OPERARIO | SAO JOSE OPERARIO
PADRE CICERO,95263,Católica Apostólica Romana,hagionimo,20,101,0.9103,78,IGREJA PADRE CICERO | COMUNIDADE PADRE CICERO | IGREJA DE PADRE CICERO
SENHOR BOM,95263,Católica Apostólica Romana,hagionimo,20,100,1.0,102,IGREJA COMUNIDADE SENHOR BOM JESUS | IGREJA DO SENHOR BOM JESUS | IGREJA CABELO SENHOR BOM JESUS
SAO BENTO,95263,Católica Apostólica Romana,hagionimo,20,95,0.9415,205,IGREIJA SAO BENTO | IGREJA DE SAO BENTO | IGREJA DA COMUNIDADE SAO BENTO
MUNICIPAL,95263,Católica Apostólica Romana,hagionimo,20,92,0.9118,102,ESCOLA MUNICIPAL NOSSA SENHORA DE APARECIDA | ESCOLA MUNICIPAL INDIGENA GLORIOSO MENINO DEUS | ESCOLA FUNDAMENTAL MUNICIPAL CARLOS MARIGUELA
E SAO,95263,Católica Apostólica Romana,hagionimo,20,90,0.9365,252,IGREJA NOSSA SRA DO CARMO E SAO JOSE | TENDA SAO JORGE E SAO JOSE | NOSSA SRA DO ROSARIO E SAO BENEDITO
MISTICA,95263,Católica Apostólica Romana,hagionimo,20,90,0.9808,104,IGREJA ROSA MISTICA | IGREJA DA ROSA MISTICA | TENDA ESPIRITUALISTA NOSSA SENHORA DA ROSA MISTICA
DA FAZENDA,95263,Católica Apostólica Romana,hagionimo,20,88,0.9429,140,IGREJA DA FAZENDA SANTA ADELIA | IGREJA DA FAZENDA COLINA | IGREJA DA FAZENDA TAPERA QUEIMADA
IMACULADO,95263,Católica Apostólica Romana,hagionimo,20,85,0.9828,58,IGREJA DO CORACAO IMACULADO DE MARIA | CCSC IMACULADO DE MARIA | COMUNIDADE CATOLICA IMACULADO CORACAO DE MARIA
TERESINHA,95263,Católica Apostólica Romana,hagionimo,20,82,0.9924,263,CONGREGACAO IRMAS SERVAS SANTA TERESINHA | SANTUARIO DE SANTA TERESINHA | IGREIJA SANTA TERESINHA
JOAO PAULO,95263,Católica Apostólica Romana,hagionimo,20,82,0.9706,68,JOAO PAULO BRANDAO DA SILVA | IGREJA JOAO PAULO SEGUNDO | COMUNIDADE SAO JOAO PAULO II
JESUS DA LAPA,95263,Católica Apostólica Romana,hagionimo,20,82,0.9211,38,IGREJA BOM JESUS DA LAPA DE MARICOABO | IGREJA DE BOM JESUS DA LAPA E DA VIRGEM DA CONCEICAO | IGREJA DO BOM JESUS DA LAPA
AUXILIADORA,95263,Católica Apostólica Romana,hagionimo,20,80,0.9945,182,IGREJA CAT N SRA AUXILIADORA | IGREJA N SRA AUXILIADORA | IGREJA NS AUXILIADORA
NONATO,95263,Católica Apostólica Romana,hagionimo,20,77,0.9775,178,IGREJA COTOLICA SAO RAIMUNDO NONATO | FESTEJO DE SAO RAIMUNDO NONATO | IGREJA CAROLICA SAO RAIMUNDO NONATO
NAVEGANTES,95263,Católica Apostólica Romana,hagionimo,20,75,0.952,125,NOSSA SENHORA DOS NAVEGANTES | TENDA NOSSA SENHORA DOS NAVEGANTES | IGREJA NOSSA SRA DOS NAVEGANTES
BOSCO,95263,Católica Apostólica Romana,hagionimo,20,72,0.957,93,DOM BOSCO | IGREJA JOAO BOSCO | INSTITUTO DOM BOSCO
SANTA ANA,95263,Católica Apostólica Romana,hagionimo,20,72,0.9922,255,COMUNIDADE DE SANTA ANA | IGUEJA NOSSA SENHORA SANTA ANA | SANTA ANA
POBRES,95263,Católica Apostólica Romana,hagionimo,20,71,0.9474,76,COMUNIDADE SANTA DULCE DOS POBRES | FRATERNIDADE DAS POBRES DE JESUS CRISTO | CC SANTA DULCE DOS POBRES
LURDES,95263,Católica Apostólica Romana,hagionimo,20,71,0.9847,131,IGREJA MARIA DE LURDES | IGREJA NOSSA SRA DE LURDES | IGREJA DE LURDES
GERALDO,95263,Católica Apostólica Romana,hagionimo,20,71,0.9529,297,COMUNIDADE SAO GERALDO | IGREJA DE SAO GERALDO MAGELA | IGREJA COMUNIDADE DE SAO GERALDO
NSA SRA,95263,Católica Apostólica Romana,hagionimo,20,70,0.9815,54,IGREJA NSA SRA DE APARECIDA | QUADRA IGREJA NSA SRA CONCEICAO | IGREJA NSA SRA FATIMA
DOMINGOS,95263,Católica Apostólica Romana,hagionimo,20,68,0.9249,173,CONGREGACAO SAO DOMINGOS | IGREJA PADROEIRA SAO DOMINGOS | IGREJA COMUNIDADE SAO DOMINGOS
DA SAGRADA,95263,Católica Apostólica Romana,hagionimo,20,66,1.0,44,CONGREGACAO IRMAS DA SAGRADA FAMILIA | IGLEJA DA SAGRADA ALIANCA | IRMAS MISSIONARIAS DA SAGRADA FAMILIA
DO LIVRAMENTO,95263,Católica Apostólica Romana,hagionimo,20,64,0.9259,108,IGREJA NOVA SENHORA DO LIVRAMENTO | IGREJA DO LIVRAMENTO | COMUNIDADE NOSSA SENHORA DO LIVRAMENTO
PRAGA,95263,Católica Apostólica Romana,hagionimo,20,63,0.9592,49,IGREJA MENINO DE JESUS DE PRAGA | IGREJA MENINO JESUS DE PRAGA RODEADOR | IGREJA MENINO JESUS DE PRAGA
MAE DE,95263,Católica Apostólica Romana,hagionimo,20,62,0.9273,55,SANTUARIO ORTODOXO MAE DE DEUS | C0MUNIDADE MARIA MAE DE REDENTOR | CASA MAE DE DEUS E RENOVACAO CARISMATICA CATOLICA
SANTOS REIS,95263,Católica Apostólica Romana,hagionimo,20,58,1.0,101,IGREJA DE SANTOS REIS | IGREJA DOS SANTOS REIS E SAGRADA FAMILIA | TENDA SANTOS REIS
PAULO II,95263,Católica Apostólica Romana,hagionimo,20,55,0.9787,47,COMUNIDADE SAO JOAO PAULO II | COMUNIDADE ECLESIAL DE BASE SAO JOAO PAULO II | CENTRO CATEQUETICO SAO JOAO PAULO II
MARIA MAE,95263,Católica Apostólica Romana,hagionimo,20,55,0.9394,33,C0MUNIDADE MARIA MAE DE REDENTOR | CARMELO MARIA MAE DA IGREJA E PAULO VI | ESCRITORIO CENTRO PASTORAL MARIA MAE DOS POBRES
MAE DA,95263,Católica Apostólica Romana,hagionimo,20,54,1.0,43,MAE DA MISERICORDIA | CENTRO COMUNITARIO MAE DA SANTA ESPERANCA | CARMELO MARIA MAE DA IGREJA E PAULO VI
DA DIVINA,95263,Católica Apostólica Romana,hagionimo,20,54,0.9268,41,IGREJA JESUS DA DIVINA MISERICORDIA | NUCLEO DA DIVINA LUZ IRRADIANTE SEM LIMITES | IGREJA DA DIVINA PROVIDENCIA
MADRE,95263,Católica Apostólica Romana,hagionimo,20,53,0.9,30,CASA DO BEM MADRE PAULINA | IGREJA FILIAL DA MADRE CENTRAL DO BRASIL | ASSOCIACAO MADRE PAULINA
GALVAO,95263,Católica Apostólica Romana,hagionimo,20,53,0.9375,64,COMUNIDADE NOSSA SENHORA DO PERPETUO SOCORRO E FREI GALVAO | COMUNIDADE SANTO ANTONIO DE SANTANA GALVAO | COMUNIDADE SAO FREI GALVAO
SANTA ROSA,95263,Católica Apostólica Romana,hagionimo,20,52,0.9551,178,COMUNIDADE SANTA ROSA | COMUNIDADE CATOLICA SANTA ROSA DE LIMA | IGREJA DE SANTA ROSA
PARTICULAR,95263,Católica Apostólica Romana,hagionimo,20,52,0.9577,71,CONSELHO PARTICULAR SAO JUDAS TADEU | CONSELHO PARTICULAR SAO NICOLAU DE FLUE | CONSELHO PARTICULAR NOSSA SENHORA DA PIEDADE
SANTAS,95263,Católica Apostólica Romana,hagionimo,20,49,0.9121,91,SANTAS MISSOES REDENTORISTAS | IGREJA CARISMATICA SANTAS MISSOES | IGREJA DE SANTAS MISSOES POPULARES
DO SITIO,95263,Católica Apostólica Romana,hagionimo,20,49,0.9432,88,IGREJA DO SITIO SAO JOSE | IGREJA DO SITIO SANTO ANTONIO | IGREJA DO SITIO DO JUNIOR
SAO LUCAS,95263,Católica Apostólica Romana,hagionimo,20,49,0.9051,137,IGREJA COMUNIDADE SAO LUCAS IELB | CENTRO COMUNITARIO SAO LUCAS | SAO LUCAS
ECUMENICA,95263,Católica Apostólica Romana,hagionimo,20,49,0.9394,33,IGREJA ECUMENICA DA LINHA DO RIO | IGREJA ECUMENICA | IGREJA ECUMENICA DA LINHA ALTA
SALETE,95263,Católica Apostólica Romana,hagionimo,20,48,0.9867,75,NOSSA SENHORA SALETE | IGREJA E SANUARIO DA SALETE | IGREJA NOSSA DE SALETE
DA PIEDADE,95263,Católica Apostólica Romana,hagionimo,20,48,0.9504,121,IGREJA DE NOSSA SENHORA DA PIEDADE | IGREJA NOSSA SRA DA PIEDADE | IGREJA NS SENHORA DA PIEDADE
SANTA CATARINA,95263,Católica Apostólica Romana,hagionimo,20,47,0.9739,153,IGREJA DE SANTA CATARINA DE ALEXANDRIA | IGLEJA DE SANTA CATARINA | IGREJA LINHA SANTA CATARINA
SAO LUIS,95263,Católica Apostólica Romana,hagionimo,20,46,0.9174,121,IGREJA DE SAO LUIS GONZAGA | COMUNIDADE SAO LUIS GONZAGA | ESCOLA ALTO SAO LUIS
PAULINA,95263,Católica Apostólica Romana,hagionimo,20,44,0.9167,84,CASA DO BEM MADRE PAULINA | PADROEIRA SANTA PAULINA | ASSOCIACAO MADRE PAULINA
SAO LUIZ,95263,Católica Apostólica Romana,hagionimo,20,44,0.9408,169,COMUNIDADE SAO LUIZ GONZAGA | IGREJA DA COMUNIDADE DE SAO LUIZ GONZAGA | SAO LUIZ DON ORIONI
SANTA ISABEL,95263,Católica Apostólica Romana,hagionimo,20,44,0.96,125,IGREJA COMUNIDADE SANTA ISABEL DE PORTUGAL | IGREJA COMUNIDADE SANTA ISABEL | IGREJA PAROICA RAINHA SANTA ISABEL
NSRA,95263,Católica Apostólica Romana,hagionimo,20,43,1.0,36,IGREJA NSRA DO DESTERRO | IGREJA NSRA SANTISSIMO SACRAMENTO | MOSTEIRO NSRA DA ESPERANCA
SAO JOAQUIM,95263,Católica Apostólica Romana,hagionimo,20,42,0.9793,145,IGREJA DE SAO JOAQUIM | MATRIZ SAO JOAQUIM | SAO JOAQUIM
DIVINA MISERICORDIA,95263,Católica Apostólica Romana,hagionimo,20,40,1.0,38,IGREJA DIVINA MISERICORDIA | IGREJA JESUS DA DIVINA MISERICORDIA | CENTRO DE EVANGELIZACAO ANTONIO PINTO COMUNIDADE CATOLICA DIVINA MISERICORDIA
DOS PASSOS,95263,Católica Apostólica Romana,hagionimo,20,39,0.9143,35,IGREJA SR BOM JESUS DOS PASSOS | IGREJA BOM JESUS DOS PASSOS | TENDA BOM JESUS DOS PASSOS
PERPETO,95263,Católica Apostólica Romana,hagionimo,20,37,1.0,51,NOSSA SENHORA DO PERPETO SOCORRRO | NOSSA SENHORA DO PERPETO SOCORRO | IGREJA DO PERPETO SOCORRO
ASSUNCAO,95263,Católica Apostólica Romana,hagionimo,20,35,0.9872,78,COMUNIDADE CATOLICA NOSSA SENHORA ASSUNCAO | IGREJA DO ASSUNCAO | SEMINARIO NS SENHORA ASSUNCAO
JESUS MISERICORDIOSO,95263,Católica Apostólica Romana,hagionimo,20,35,0.9667,30,CASA DE FORMACAO JESUS MISERICORDIOSO GRUPO DE ORACAO VIDA | COMUNIDADE CRISTA JESUS MISERICORDIOSO | SANTUARIO JESUS MISERICORDIOSO 2016
SAO BRAS,95263,Católica Apostólica Romana,hagionimo,20,34,1.0,83,CEMITERIO SAO BRAS | IGREJA COMUNIDADE SAO BRAS | IGREJA CAT SAO BRAS
PRACA DA,95263,Católica Apostólica Romana,hagionimo,20,32,0.9268,41,LATERAL DA PRACA DA CATEDRAL | TEMPLO PRACA DA FE | PRACA DA IGREJA
DE LIMA,95263,Católica Apostólica Romana,hagionimo,20,31,0.9224,116,COMUNIDADE CATOLICA SANTA ROSA DE LIMA | SANTA ROSA DE LIMA | COMUNIDADE SANTA ROSA DE LIMA
SAO LOURENCO,95263,Católica Apostólica Romana,hagionimo,20,31,0.9067,75,COMUNIDADE SAO LOURENCO | IGREJA COMUN CRISTA ATERRO SAO LOURENCO | ILE DE SAO LOURENCO
APOST,95263,Católica Apostólica Romana,hagionimo,20,30,0.9143,35,IGREJA APOST MINISTERIO CELEIRO DE VIDAS | IGREJA EVANG APOST RESGATANDO FERIDOS | IGREJA DA MATRIZ TEMPLO DA IGREJA CATOL APOST ROMANA
E SANTA,95263,Católica Apostólica Romana,hagionimo,20,30,0.973,74,COMUNIDADE MAE DIVINA PROVIDENCIA E SANTA EDWIGES | IGREJINHA SAO BENEDITO E SANTA LUZIA | TERRERO DA TRINDADE SAO SEBASTIAO E SANTA BARBARA
INACIO,95263,Católica Apostólica Romana,hagionimo,20,29,0.9265,68,IGREJA DA COMINIDADE STO INACIO | SECRETARIA IGREJA STO INACIO | ESCOLA SANTO INACIO
MERCES,95263,Católica Apostólica Romana,hagionimo,20,29,0.9778,45,IGREJA DE N S DAS MERCES | IGREJA N S DAS MERCES | NOSSA SENHORA DAS MERCES
ESPEDITO,95263,Católica Apostólica Romana,hagionimo,20,29,1.0,77,IGREJA DE SANTO ESPEDITO | GRUTA SANTO ESPEDITO | IGREJA ST ESPEDITO
DESTERRO,95263,Católica Apostólica Romana,hagionimo,20,28,0.9459,74,IGREJA NSRA DO DESTERRO | IGREJA DE NOSSA SENHORA DO DESTERRO | IGREJA NOSSA SEHORA DO DESTERRO
EDWIGES,95263,Católica Apostólica Romana,hagionimo,20,27,0.9902,102,IGREJA CAT STA EDWIGES | IGREJA COMUNIDADE SANTA EDWIGES | IGREJA DE SANTA EDWIGES
DO AMPARO,95263,Católica Apostólica Romana,hagionimo,20,27,0.9615,52,IGREJA NOSSA SRA DO AMPARO | TENDA NOSSA SENHORA DO AMPARO | IGREJA DE NOSSA SENHORA DO AMPARO
